,Expected entropy
taunt,-6.830121196232396
frier,-6.8301515651953695
elope,-6.830159625753731
magic,-6.830666270175491
verbs,-6.83089888201057
slump,-6.830967966520722
doled,-6.831147398458739
silos,-6.831257571275179
abate,-6.831473699901161
imago,-6.831703842864263
defun,-6.831883204424005
rawer,-6.832189863615903
worms,-6.832273916419282
feuds,-6.8324809707940135
mowed,-6.832908729422452
conks,-6.833055297926635
apart,-6.833206213613823
nasal,-6.833253726263063
pukes,-6.8332635477149
pumas,-6.83328254603633
gravy,-6.833378695366527
posse,-6.833808532501819
heels,-6.833830217193713
jaunt,-6.834312315707116
froze,-6.834633051965534
doted,-6.835095053881693
fisty,-6.835348586883289
virus,-6.835425515903758
faked,-6.835675984167095
theta,-6.836026931222951
gazes,-6.8361820823015975
stilt,-6.836336739966796
mazes,-6.836492951745132
maria,-6.8367155410526825
trust,-6.836743765096767
semen,-6.837750971825476
nonce,-6.838115246610041
bound,-6.8382220959890185
mashy,-6.838490777918951
zoned,-6.838787311308523
barfy,-6.838801698575732
shown,-6.83907322914146
belie,-6.83907521012948
juice,-6.839212341083595
fluke,-6.839891651548964
night,-6.83992191039404
rerun,-6.839980748735569
rimer,-6.840000851773691
bawls,-6.84012515471299
pouch,-6.841370620772019
avoid,-6.841406930407642
bonds,-6.841410464081549
ikons,-6.841528819228065
ketch,-6.841844285697066
ridgy,-6.841914439923313
hokey,-6.841958503746283
rural,-6.842406945828852
boxer,-6.84340456205989
balks,-6.843634593854759
unsee,-6.84409139164652
flank,-6.844609281834446
frisk,-6.8446373253324255
apace,-6.84467959689283
vogue,-6.845086185059956
bases,-6.8451074721529235
ender,-6.846579461007362
leave,-6.846693865792254
redox,-6.846706935541222
brown,-6.846831555095674
bedim,-6.846862854797122
legal,-6.847021402312547
hydro,-6.847569926958934
troth,-6.847624305438676
gauze,-6.847649599350126
balmy,-6.847908241830113
scurf,-6.848043405820283
sours,-6.848312056991134
vinca,-6.848568305119532
begun,-6.848715968947722
dozen,-6.848849835929322
exits,-6.849138750279184
raker,-6.849145751444398
isles,-6.849188977924063
wring,-6.849640708203729
apses,-6.8498789510217595
mogul,-6.850111111902817
thuds,-6.850560804961692
swami,-6.851231191826833
exult,-6.851283832836937
baulk,-6.851423355253356
thees,-6.851786097551769
nests,-6.851984436257513
imbue,-6.852737588821652
flabs,-6.853481748367877
ether,-6.853896024632557
dovey,-6.854104028561483
shall,-6.854374504874522
safes,-6.854655391613561
still,-6.855137606416372
moxie,-6.855430727839954
toxin,-6.856124402265985
grows,-6.856194075063631
radix,-6.856324205838332
woken,-6.856615562755866
drunk,-6.856627801487258
snowy,-6.85677199428043
beers,-6.857044804350588
cello,-6.857105928755421
salad,-6.857510628600561
nones,-6.857689141655309
ftped,-6.857753839863284
doses,-6.857890369667958
synch,-6.857941985982175
wrier,-6.85805438374551
speck,-6.858088260231048
vibes,-6.858104343129197
mocha,-6.858410722266962
tided,-6.858470462709209
unpeg,-6.858707604844619
slash,-6.859268059935316
yanks,-6.859382277185017
scuba,-6.859805986185839
liege,-6.860535544738483
casts,-6.860790671643345
black,-6.861091154346982
abase,-6.861106344719328
motet,-6.861400093074532
fangs,-6.861514990760282
totem,-6.861547306284053
mynah,-6.861784448791895
expat,-6.861933872581833
lasso,-6.862359906678102
unfit,-6.8623777757317015
ticks,-6.862379433968698
scats,-6.862601348328556
nuked,-6.862831785897876
cross,-6.862880305633348
firms,-6.863056432870721
sided,-6.863537686930465
vomit,-6.86375049693003
retry,-6.863790679141437
steep,-6.864539461846441
paras,-6.865022032645983
limps,-6.865162049635844
minds,-6.865255504499328
genie,-6.8656847288521226
drubs,-6.865698369103245
barky,-6.865716545999182
fleet,-6.8658565963413585
waked,-6.866228497280725
orlon,-6.866255811958951
crazy,-6.8662699594168695
chops,-6.866384833340549
skyed,-6.8670683890168585
crump,-6.867833599175773
vetch,-6.8679844252095945
miked,-6.868002535005997
zebra,-6.868211180434054
aphid,-6.868383595101558
chips,-6.8684156152394085
divas,-6.868736937616556
vitam,-6.868821010372554
bitch,-6.868919475409375
bayou,-6.869002725128153
dings,-6.8696724461102345
luxes,-6.870643386853432
locks,-6.871178980495568
spars,-6.871624132472541
auras,-6.872021976410339
smack,-6.872155844968223
gismo,-6.872518778147537
venom,-6.872712682165633
oodle,-6.872925284020523
sever,-6.873228015653213
purer,-6.873406386547018
amply,-6.873748499788538
would,-6.874742265932231
truss,-6.874755493273446
drool,-6.875165295138451
major,-6.875456219579652
mangy,-6.876084488178478
axons,-6.876307805932117
iambs,-6.876959556804221
fumes,-6.876964804699149
mesas,-6.877082015060366
whits,-6.877220162730073
swank,-6.8772353846765535
magus,-6.877536452467837
folds,-6.878066125904104
sabra,-6.878089960959788
weigh,-6.878296176167319
shell,-6.878530963348575
vends,-6.878559991572806
briar,-6.878916931309095
wreck,-6.879027967296425
jutes,-6.879130289199312
dimly,-6.879586098497313
scudi,-6.879722130968055
hived,-6.879902883298435
weest,-6.880178612096518
heerd,-6.880231824301239
envoi,-6.880419982707867
nines,-6.880489311274619
gaudy,-6.880943310835545
bowed,-6.881860784200079
ivory,-6.88219066705685
poses,-6.882221024922906
globs,-6.882318476413256
rolls,-6.882727321390778
grass,-6.883038704400477
hilum,-6.883327788275318
pings,-6.88338879825585
pithy,-6.8837923736201105
dolor,-6.883816055603623
askew,-6.883920378842823
hoses,-6.884467259489621
harsh,-6.884512010988293
foamy,-6.885006391365231
clubs,-6.885391574421413
petit,-6.88576804231648
tombs,-6.885923850519364
musty,-6.886114172106171
snits,-6.886506336260285
snots,-6.886698991508231
cooed,-6.887338695086967
serve,-6.8874128878044845
revet,-6.887428946559608
piece,-6.887436604906291
equal,-6.8874729279242635
assed,-6.888642489562755
aroma,-6.88870078969209
music,-6.889579942007528
moldy,-6.889716784536769
mesne,-6.890823572383286
meets,-6.891132521286986
bunco,-6.8915488557888676
gusty,-6.891809232988833
troop,-6.892292319292562
album,-6.8923640126015595
yoked,-6.892580397825957
loots,-6.893078490625062
lanai,-6.893181504842442
axmen,-6.8938082709105375
damps,-6.894170900675813
unfed,-6.894337556751437
mimer,-6.894576167478079
toons,-6.894666504560454
dorky,-6.894792586750636
howls,-6.894828783250359
circa,-6.895205868201428
elbow,-6.895615562908097
wolds,-6.89578357225067
mavis,-6.896303439603066
ephod,-6.8965958886924685
brows,-6.897481561898754
suede,-6.897804643380805
droll,-6.8978347819492045
hemps,-6.898539437293287
penes,-6.898597909663586
metes,-6.898659191591139
cells,-6.898888158568087
tolls,-6.898898692849657
anded,-6.8999304378887905
prior,-6.9001528789847795
budge,-6.90098812142019
knish,-6.9016668762943025
cotta,-6.902178997023515
rally,-6.902341974635711
kinda,-6.902532104398883
sally,-6.902942395912127
porky,-6.903435357751775
brick,-6.904176576637228
flips,-6.904186985024014
obeys,-6.904205709151167
peens,-6.904352908421298
jiber,-6.904563175418143
cupid,-6.905563567490416
local,-6.90609404210354
banks,-6.906317157860708
flaks,-6.906442563468691
oasis,-6.90714426265121
sakes,-6.907405827700138
hefty,-6.907407627095121
woven,-6.907446280796565
moved,-6.907511534644816
campy,-6.907808435627595
armor,-6.908656964374042
wefts,-6.909056133973246
tally,-6.909172454377192
cough,-6.909494858619443
glees,-6.910026305189628
slaps,-6.9100354348280435
flops,-6.9100839765261854
neons,-6.91018327678358
wordy,-6.910241663129961
sorry,-6.910501631819726
soaps,-6.911614395029868
forum,-6.911748079078568
dowry,-6.91175413919337
hazed,-6.9118574730547335
rumba,-6.912020141872249
mothy,-6.912081201545082
idyls,-6.912147990029948
calls,-6.912766728205792
imbed,-6.912922896604872
dosed,-6.913268437880291
drill,-6.913429358412478
whelp,-6.913587957284314
fluid,-6.914101881137892
licks,-6.9141919381698855
sleds,-6.914317413916093
fugal,-6.914405196722829
atlas,-6.914471565466409
raver,-6.914723970994357
dozes,-6.914832724116208
joust,-6.914862138415589
binds,-6.914891310279137
endow,-6.914953171681735
sweet,-6.915249647093323
chaws,-6.915611259432753
telly,-6.9158832155013465
waved,-6.915976725030196
greed,-6.916036513887272
thanx,-6.916050663237118
sylph,-6.916186601436641
verse,-6.917070142142512
gages,-6.917508850675354
dutch,-6.917567271144217
icier,-6.91808532354857
awing,-6.9185094529394755
plows,-6.918625630932081
burps,-6.918757834273738
biked,-6.919186241369507
tenth,-6.91947057562418
redid,-6.919729046225403
coxed,-6.919752023856569
ought,-6.920636573158127
donor,-6.920733917055515
flush,-6.921242058924723
waifs,-6.921284533634644
frees,-6.921490827537684
poxes,-6.9218522890049465
butyl,-6.922176769574549
emote,-6.922217603551523
radii,-6.922229319007436
haiku,-6.922262661174671
firer,-6.922353556994092
slurs,-6.923609430800991
teems,-6.92378845625578
chefs,-6.923873608970782
swift,-6.923967137705987
clunk,-6.9242992607334575
carry,-6.925409897669438
suits,-6.925650605209933
quail,-6.925736239773357
rocky,-6.9260673953272125
brass,-6.927819965868244
stint,-6.928264890932174
slays,-6.9288291045769554
karat,-6.929223427814688
brung,-6.93031712047311
champ,-6.930831564541075
octet,-6.931282325361941
plugs,-6.932335191078619
adzes,-6.932655782511041
lynch,-6.932743938705186
souls,-6.93305267872182
quilt,-6.933133843426345
ruder,-6.933827860185086
gauge,-6.93391251733947
modus,-6.9339520568462385
borax,-6.934231334922826
jolts,-6.9343890803333625
scoot,-6.934606596727301
helix,-6.934949633521072
unwed,-6.935576368262159
pupae,-6.936262971297678
climb,-6.93659627131306
spats,-6.9370456473488895
rills,-6.937113480991271
downs,-6.937438727963576
bongs,-6.937595583529348
canon,-6.9381728273597885
thugs,-6.938264056626752
comps,-6.938665101998936
dogma,-6.939033834023372
frown,-6.939295310713715
aglow,-6.93932097711981
wafts,-6.939331137459051
scans,-6.939538070153309
rumps,-6.940191898733284
sleek,-6.940390392122986
codex,-6.940687589418349
honks,-6.9410752511689155
voids,-6.941169322255185
found,-6.941178499056683
remix,-6.941392635538747
wirer,-6.941437298988948
bible,-6.942270278557049
sodas,-6.942453984120942
gnaws,-6.942508538667575
pence,-6.942907628644981
pasta,-6.943575393199573
okays,-6.943599641737517
brusk,-6.94437636860534
repro,-6.9456204662239
oxide,-6.945844733601396
spoor,-6.945924191847102
scuse,-6.946216591233861
flogs,-6.946763114933721
wilds,-6.946823310186647
using,-6.94690449062215
shirr,-6.947490403087065
flaws,-6.9474998226544065
dined,-6.947535909896236
shoot,-6.947542068191235
motor,-6.9476412289840646
stuck,-6.947839941031174
gipsy,-6.947987243617978
bhang,-6.948014305302581
tills,-6.948723300243228
pecks,-6.949217210729791
wooer,-6.949405835940542
busty,-6.949555466344552
plums,-6.949631148812549
blink,-6.949664813663292
rooty,-6.950070696675265
skeet,-6.950512699886468
yowls,-6.9509907173990655
privy,-6.951844632211392
tilts,-6.952213106209885
spell,-6.95306853012161
fives,-6.953070832394609
beets,-6.953167755732628
secco,-6.9533491313166556
chews,-6.954212075275293
sluts,-6.954388753070092
decks,-6.954549380981536
honor,-6.954829121801938
tacts,-6.955189577311545
slags,-6.955389233972942
anion,-6.955587963254983
nifty,-6.955680887492744
packs,-6.956196393872887
limbo,-6.9562621029807845
arbor,-6.9568219584910675
yolks,-6.956903747316346
leech,-6.957476244517212
soyas,-6.958321000690865
vacuo,-6.958465651651667
forks,-6.958929297141895
lilts,-6.96078968345429
hyped,-6.960867050001982
thick,-6.960948124564739
golfs,-6.961362137578895
lists,-6.961375674921535
stump,-6.961544607219651
empty,-6.961921097297338
breed,-6.962426644021946
bingo,-6.963511266973752
slams,-6.964128225956916
herem,-6.964496841462914
olios,-6.964966948894684
filch,-6.965180302697833
styes,-6.965184665304982
kelpy,-6.965326976700374
saves,-6.96560737066811
babes,-6.965642469830457
shawm,-6.966207198198932
yella,-6.966416644774053
walks,-6.966855627984237
grubs,-6.966994918803216
burgs,-6.967470341074759
dishy,-6.967873244886232
thwap,-6.968051694096587
topaz,-6.9689745637625995
libel,-6.969261661269461
fugit,-6.969288663512857
waxen,-6.969531567436127
gazed,-6.969938346840348
defog,-6.9700166534879955
loons,-6.970058282090541
porno,-6.970145105766197
flack,-6.9702387966233506
sooth,-6.970443605539328
droid,-6.970850041966868
young,-6.971337562039034
hanky,-6.971354504246151
havoc,-6.971861405109579
quoit,-6.972153599287753
ensue,-6.972827328912177
wound,-6.972925463524525
shock,-6.97307377594021
puked,-6.973294725569389
whelm,-6.97358636440243
umped,-6.973637859179049
sends,-6.973956916521525
friar,-6.974002004878799
tasty,-6.974275352736946
resew,-6.974510919310292
hence,-6.9751747976635485
preps,-6.975605192199304
sulky,-6.976442747134688
umbra,-6.976553304509957
dross,-6.977024278077136
pests,-6.977245193670114
wives,-6.977704198849783
eyers,-6.9780701055337335
semis,-6.978180877878886
faxes,-6.978314993470519
mazed,-6.97837033057576
nixed,-6.978466317891133
rasps,-6.979600228453234
wharf,-6.979968720029847
yogic,-6.980444281789392
naiad,-6.981014742604357
gifts,-6.981261373316301
quals,-6.981714675996951
glows,-6.981944887714043
joins,-6.982138135450699
works,-6.9821500277797375
pinko,-6.98231253459527
fixer,-6.982551732136948
genes,-6.982765240877397
fling,-6.983694882981501
strut,-6.983699769199932
jilts,-6.983763392772832
segue,-6.98403224389132
recur,-6.984157818561257
pesky,-6.984299464850541
eking,-6.984440134975263
renew,-6.985313135162717
hacks,-6.9855343124598654
lever,-6.985539751130512
smurf,-6.985690496048044
ashes,-6.985969129428636
testy,-6.986043809012952
fazes,-6.986464712212409
alarm,-6.986701218894914
sands,-6.987251091119353
bipod,-6.987509583271384
crocs,-6.987934564092384
alloy,-6.988009444047375
wormy,-6.988098006908476
frock,-6.988349639488772
henna,-6.988602099334392
envoy,-6.988752341618507
stash,-6.990099232556389
dryer,-6.990596256204302
snuck,-6.990839340560502
mulch,-6.9912470659349335
aloha,-6.991590928703177
buoys,-6.99184681576477
glass,-6.992212084211854
rebox,-6.992354331968481
unmap,-6.992381186901224
punch,-6.99292274089963
agora,-6.993988725362015
bonne,-6.9943589361958605
elude,-6.994740593779881
rowdy,-6.994865405760985
dwarf,-6.995051184430691
pryer,-6.995694497179854
waspy,-6.995731146895787
serfs,-6.995897877168006
users,-6.99590180163724
popes,-6.996452614960467
dough,-6.997198578421347
sooty,-6.997516070710102
cacti,-6.997660961864164
fawns,-6.998550440130889
twigs,-6.998621413597987
witch,-6.999506654930687
cocas,-6.999600450946654
creek,-6.999949223347207
milks,-7.0001187908079885
goyim,-7.0002608729768205
deuce,-7.00052330244415
limbs,-7.000563861474362
small,-7.000643790434739
gecko,-7.000665475825986
kraal,-7.001496584184937
withs,-7.002353268939061
colon,-7.002932962043501
films,-7.0030167256884175
fudge,-7.003018529430108
waxes,-7.003288469644569
crumb,-7.003643204293571
thunk,-7.004191654067722
gulch,-7.004757363511032
rifer,-7.005024353348654
blown,-7.00522121027936
hello,-7.0052477639231245
cedes,-7.005637043718399
newer,-7.005638907054804
slily,-7.0056967010231785
reedy,-7.005777904617397
revel,-7.006313243976506
hexad,-7.0069512069246205
pasts,-7.007035166621797
tryst,-7.007297489426183
washy,-7.0073217879508904
loyal,-7.008009501211958
gulps,-7.008913789687718
degum,-7.009278514719309
coots,-7.009868063648332
pesos,-7.009886521074538
might,-7.009962370025853
focus,-7.010160167741542
cools,-7.010540526594642
robot,-7.011298487645726
rower,-7.012209045469067
oinky,-7.012871975950462
thats,-7.013460093439264
dingy,-7.013559075593349
lorry,-7.013746778966137
dinks,-7.014240341337029
cuspy,-7.014542194848008
bowls,-7.014887722888802
finds,-7.014893155742587
pipes,-7.01498433585458
geode,-7.015148459989895
merge,-7.016219675486596
vapid,-7.01624186909634
swing,-7.016573743929462
ankhs,-7.016958515752088
balky,-7.016990167645693
coded,-7.017514338117781
fleck,-7.017744660084644
whipt,-7.01783279366455
grill,-7.0186687257385945
mixes,-7.018700856155817
urger,-7.019123884179414
ahead,-7.01957675399195
costs,-7.0197267445414475
colic,-7.020016388184145
balsa,-7.0200748808558355
fumed,-7.0204393307829305
manta,-7.02072773441396
kiths,-7.021099107387866
dykes,-7.021173860881655
bigly,-7.021726150569341
zesty,-7.021817204085232
pubis,-7.022175120499667
opium,-7.022316311622565
pinks,-7.022403138896819
smell,-7.0226851367053476
reeks,-7.02273988409902
alkyd,-7.023016817891146
taboo,-7.023699076936495
spans,-7.023823781852922
odder,-7.024487517049405
quota,-7.024700269420964
chink,-7.02495655924899
showy,-7.02507029909756
clump,-7.0252415287588015
supes,-7.025362582722536
dells,-7.025728074361677
tints,-7.027166755070495
lilac,-7.0278398041936425
valve,-7.0287821798381325
somas,-7.030970013154789
swamp,-7.031406842955274
reefs,-7.031464600498303
odium,-7.031701910757767
coypu,-7.032389425379959
plunk,-7.032905679851607
monks,-7.0332674429747835
unsex,-7.033939279238497
winds,-7.035792350241498
okapi,-7.035889016751601
hallo,-7.036203494653022
rusts,-7.036432959850347
beaux,-7.03678787021398
fusty,-7.036865369173482
cushy,-7.03873055728593
gowns,-7.0390318834947445
blows,-7.0395683609697075
doors,-7.0400379132084305
shill,-7.0408665334727365
ritzy,-7.041151236959877
hells,-7.041429520336928
diazo,-7.04161949862677
ohmic,-7.041781025910781
needs,-7.0419362885786745
bilgy,-7.043378776553611
beery,-7.0434172783138544
situs,-7.044840307329023
molal,-7.045544745528923
itchy,-7.045926966073467
wifey,-7.047408138566211
sheep,-7.047482658687961
rondo,-7.0480246524996915
edify,-7.048604869514672
finch,-7.04879743153832
vinyl,-7.048856218869159
fosse,-7.049018991012576
feels,-7.04945359295251
meted,-7.049787411584843
bilks,-7.0499183016481615
redux,-7.050554545808408
quint,-7.050626268724033
cilia,-7.050887559473673
block,-7.051094815990267
boxes,-7.052066263216188
slosh,-7.052247855122195
drama,-7.052867449474784
mania,-7.05325328197138
dungs,-7.054557347617707
stays,-7.055178973131786
exams,-7.055348132079618
tucks,-7.056227654529839
seedy,-7.056344138968608
fetes,-7.056909239000891
poxed,-7.056990068505899
tusky,-7.057459802855529
slabs,-7.057500337618962
parry,-7.058089958218861
celeb,-7.058217344570877
butch,-7.058373483389329
nicks,-7.058397864512907
zloty,-7.0585608639201665
umiak,-7.059151997979047
zayin,-7.05949514123232
wrung,-7.059589415381436
dying,-7.0623725830009745
sedge,-7.062460305067843
joker,-7.062892237627823
prexy,-7.062924770119819
poufs,-7.063248043723552
sixth,-7.063551788122807
sloop,-7.063626347135966
freed,-7.06389313992636
snaps,-7.0643343642854255
debug,-7.064798339222219
murks,-7.0648844820485275
width,-7.065223067375922
palls,-7.065533066066959
whang,-7.06582261073828
polio,-7.065949825985381
flaky,-7.06615040714486
hypos,-7.066796162097768
bight,-7.067050072195858
schmo,-7.067204228320452
kinds,-7.067523637613957
stout,-7.067712109896368
skies,-7.0677699156330025
touts,-7.067813706765373
banal,-7.067956508279741
flees,-7.06862341257255
lumps,-7.068897956097952
smock,-7.069347742032079
halls,-7.069638122363427
pique,-7.069881900830882
issue,-7.070386318924004
sieve,-7.070725754243083
ortho,-7.071161568373438
catty,-7.0715441347443475
bless,-7.071835441746716
toxic,-7.071934476310963
furze,-7.072429699491056
shits,-7.072738856608514
vases,-7.073371088334018
coach,-7.074216648453615
munch,-7.074518935491899
etude,-7.074693533229965
labia,-7.074777599999428
luaus,-7.075138456784803
winch,-7.075190489673918
defer,-7.076040913054866
pooey,-7.076323723851162
zowie,-7.0766205798080595
bonks,-7.0774955905812185
fella,-7.0777853887414075
sixty,-7.077841945785962
twink,-7.077898704952718
whams,-7.078306134134102
combs,-7.078530873227086
shots,-7.078559368017361
truth,-7.0787995034871924
blimp,-7.080481983833187
lemma,-7.080565875098155
quais,-7.080640695685807
becks,-7.08082015908137
gross,-7.0809567289766155
speed,-7.0811511625294115
basal,-7.081628539176517
never,-7.081674508344116
apian,-7.08169111644612
koala,-7.083065115817544
natty,-7.08328760754558
butte,-7.083699826790543
coons,-7.083974339520259
moola,-7.085055884448054
plumy,-7.085082909928231
rover,-7.085107041038382
backs,-7.085595811522651
grump,-7.086265135566731
bogus,-7.086269260065614
spool,-7.086311796529966
masts,-7.086667919543006
steps,-7.086728045210682
bhoys,-7.086970074775719
stags,-7.0875044211925005
cycle,-7.08752485993085
spunk,-7.08763013947142
obese,-7.087752089150743
downy,-7.0878768734862865
julep,-7.088313025375805
jakes,-7.088561819054309
moron,-7.089280092193345
query,-7.0902827730904185
boost,-7.090431690917656
harry,-7.090892698613707
conic,-7.090965182024674
tilth,-7.091451553623038
mimes,-7.091496705670543
didot,-7.0916152026701695
mimeo,-7.092486367666186
seven,-7.09304342421233
veers,-7.093045584538498
attic,-7.093386153033593
hying,-7.093816458243777
galas,-7.093916641939415
wheys,-7.094007984436962
enema,-7.094634130794444
mooed,-7.095105292480885
minks,-7.096306954073729
bunds,-7.0964664064754
spiky,-7.096572512387998
keels,-7.096629405483392
whiny,-7.096651988604082
slips,-7.097192069381777
knops,-7.098052993672214
views,-7.098208241757869
oakum,-7.09839522476414
silly,-7.098581763131532
nerve,-7.098875430881049
theme,-7.098999383247779
licit,-7.100585226745355
chewy,-7.102519547401005
essay,-7.102523052776354
diced,-7.1026900679125236
casus,-7.102764585726741
bests,-7.1041588024145375
varia,-7.104215002143
curvy,-7.104506055668665
hayey,-7.104564324642678
folks,-7.104864035188784
azoic,-7.105270802194598
fatal,-7.105506273476505
quasi,-7.105633307307708
index,-7.105639064840859
hooey,-7.105663006628496
unhip,-7.105737528152464
refix,-7.106241575322547
didst,-7.1065099231681845
flown,-7.106518123896301
matzo,-7.106941213324507
chows,-7.107211852638905
roods,-7.109707230719754
idled,-7.11004101977732
lucks,-7.110075057903144
fondu,-7.110628259184885
toyon,-7.110873921194674
hempy,-7.110951496072278
humid,-7.111170022330543
gouge,-7.111482128079748
eaves,-7.111882757916703
soaks,-7.113351880928227
molto,-7.114008774611667
junta,-7.11430391939369
snags,-7.114472615739672
chomp,-7.11470154509963
adage,-7.114736539708901
river,-7.114752378391038
ledge,-7.114871306758049
jibes,-7.114994548725136
fowls,-7.1150998978679745
bleed,-7.116392030238507
vivre,-7.116484810926604
bronx,-7.116762905799392
grebe,-7.1167924984890245
flail,-7.116833811024801
gotta,-7.116934424528264
slops,-7.117838535865445
spill,-7.119187301611804
vowed,-7.11962525788399
faxed,-7.120055197971801
dados,-7.120462834675952
befog,-7.120671385804471
fusee,-7.12086210157705
spits,-7.12227353751115
heave,-7.122331967238258
stood,-7.122931441164738
bunch,-7.123637699503401
beget,-7.124044891385795
loony,-7.124323259942228
watsa,-7.124495077737703
wings,-7.124830595828184
moors,-7.12564488362366
arrow,-7.125962833557419
cills,-7.126184793730047
quake,-7.126650944502749
hulks,-7.12671827678996
indie,-7.126796370685794
spitz,-7.126899246155202
barbs,-7.127160414035537
hewer,-7.127514102012981
chimp,-7.1275955312208605
whelk,-7.12765391656568
galls,-7.12801035681726
slomo,-7.128178899883968
fazed,-7.128445633129835
voxel,-7.1291382926158615
sinus,-7.129381048834081
boron,-7.129856941812743
excon,-7.130175207500902
imply,-7.130700071043512
stems,-7.13089558761616
newel,-7.130911284601946
pocks,-7.130964883797382
genii,-7.131232382464879
vocab,-7.131282558772744
nexus,-7.131606557599177
spots,-7.132299122472272
docks,-7.1324927158197715
chums,-7.132742810617413
leeks,-7.133326572935143
yells,-7.13363665748165
honky,-7.134349743216587
ville,-7.1347063461021865
kneel,-7.134783108363053
pluck,-7.1354679976483055
annul,-7.137020309672852
catch,-7.137105295782048
outta,-7.1376852959677
kudos,-7.1377271778339795
yawps,-7.13778696310465
snood,-7.139159848343813
bough,-7.139310109137279
glitz,-7.139494547904603
forky,-7.139617920176327
floor,-7.139981244855096
flows,-7.14075352449273
rigor,-7.140908587190001
bocce,-7.14092840601985
quits,-7.142465056354237
quash,-7.142579229434117
malls,-7.142860066453565
vagus,-7.142911565573645
limby,-7.143163949229336
schwa,-7.143374209515836
chugs,-7.143578652841511
psoas,-7.1439352993775
gooey,-7.144281496087849
selfs,-7.144576739273571
waxed,-7.14461794701114
props,-7.1446960190504285
booed,-7.144905710683446
mungs,-7.144946360671182
foxes,-7.145997083377228
thump,-7.146379561633584
marry,-7.147203462598935
quoin,-7.147946250881254
owing,-7.148342794072739
spumy,-7.148480684859279
gesso,-7.149104280935066
hocks,-7.149424436195253
stunt,-7.149543835629282
maxis,-7.150043582453692
slaws,-7.150134015684997
lilty,-7.152168400162008
razer,-7.152457839302156
where,-7.1525269507791105
holon,-7.152741948806175
merry,-7.152885399311814
joeys,-7.1529332900619735
fawny,-7.1531917825008655
slims,-7.153211421002284
beige,-7.153428153068464
afoot,-7.153440516208631
swats,-7.153491666957929
hoots,-7.153805137794429
smoky,-7.154686420106945
kivas,-7.154908389573984
amiss,-7.156805054622824
kings,-7.156870266528827
lamas,-7.157189300177094
unify,-7.157409702073199
lusts,-7.158042279936477
wises,-7.158075021639913
filmy,-7.158581985522875
shins,-7.158706707641316
cabal,-7.159185168272648
bells,-7.159198389030151
piped,-7.1593872023410645
podgy,-7.159438129184385
pools,-7.159742786847867
locos,-7.159938772337364
upper,-7.16137873336371
slogs,-7.162708394899124
fence,-7.162718777185095
calyx,-7.16278062047353
posts,-7.163172600019338
larva,-7.16334396312988
swell,-7.16350685263229
flock,-7.1636181591743116
tagua,-7.163697199842344
luvya,-7.164186084897495
dryad,-7.164211647202745
joyed,-7.16469951099594
flick,-7.165351710657276
frill,-7.165513191673325
mixed,-7.165811580617041
edger,-7.166382335713613
pushy,-7.166501484743176
fight,-7.166601326669812
agape,-7.167850216650525
specs,-7.168149562985002
gyves,-7.168930134105554
basis,-7.169122172587933
iliac,-7.169324711436357
muses,-7.1705086875987085
bylaw,-7.171723854715188
wizen,-7.171862451655647
blowy,-7.172159410897296
doped,-7.172217676404262
hosts,-7.172665873984704
keyer,-7.173772201854352
shuck,-7.17390279202278
picks,-7.174053881040492
wacko,-7.174239036656299
jerks,-7.174734779617179
donna,-7.1749465611421135
chess,-7.175770894464421
myths,-7.176380644824622
dicks,-7.176979502873157
rewed,-7.177334045921384
wanta,-7.177645466239581
slews,-7.17795611237869
pyxie,-7.178104846697915
heeds,-7.178514724073706
pubic,-7.178746721568268
henge,-7.1787706712834
milky,-7.1791806601811015
maims,-7.179691764588491
udder,-7.17970508052191
stabs,-7.180645391299788
waltz,-7.181127315041041
boors,-7.181253260566303
fixes,-7.182171256292072
mucho,-7.182712573407496
nabla,-7.183035388333371
playa,-7.183162916623275
dudes,-7.1832586156043154
dodge,-7.1832672763203735
dinky,-7.183321533931606
belli,-7.183350571874962
boxed,-7.183636818821752
pinky,-7.184620626016298
keens,-7.184957628253869
dungy,-7.186207944514254
stoop,-7.186306916957818
gloss,-7.186487110706674
plebe,-7.186627546470215
vouch,-7.186812740481525
amuck,-7.186938869471833
dhows,-7.187163418306079
rooms,-7.187828847319531
anima,-7.188288150856907
stuns,-7.1887442728391635
druid,-7.18892161008935
blitz,-7.189089125228037
seers,-7.189556250380988
proxy,-7.190129040175204
spoon,-7.190711699952509
flung,-7.190718743023349
balls,-7.191036505023209
topos,-7.191409408514502
agars,-7.192813105483592
gigue,-7.192842661124005
deeps,-7.1934127280044295
saxes,-7.193848718645074
hicks,-7.193986676910123
polos,-7.194370598126207
sonny,-7.194673606718921
aloof,-7.194973182611122
surds,-7.19520615419074
sofas,-7.195551842065424
wonks,-7.195561470313843
funds,-7.1956489397075805
windy,-7.195695625635966
bungs,-7.196928081557905
fishy,-7.197202041221359
hunks,-7.197344579864239
alibi,-7.197593541519503
awful,-7.198347859944417
dunks,-7.19836391329218
greek,-7.198531309086419
avows,-7.198566827090878
ousts,-7.1985902089692075
axiom,-7.198768487426
droop,-7.198860795573882
apsos,-7.198950793962917
berry,-7.199957567193678
ditto,-7.200145178190428
patty,-7.200528388461118
endue,-7.202882524049931
seize,-7.203141740102628
muxes,-7.203696364507547
